entrez_id,symbol,logFC,logCPM,LR,p_value,FDR
3206,HOXA10,12.61014943,3.653563854,83.21437403,7.36E-20,2.30E-17
50859,SPOCK3,-9.84708423,8.062588292,82.73654419,9.38E-20,2.87E-17
9133,CCNB2,6.658935482,3.841181641,82.6156276,9.97E-20,2.99E-17
6913,TBX15,5.769145839,3.353523104,81.54707981,1.71E-19,5.04E-17
5274,SERPINI1,-6.271944615,7.265314167,81.339488,1.90E-19,5.49E-17
1281,COL3A1,8.547881341,7.578703127,81.23557374,2.00E-19,5.68E-17
64857,PLEKHG2,4.567242219,4.388708112,79.71934561,4.32E-19,1.18E-16
11065,UBE2C,8.473778927,3.712383865,79.70931383,4.34E-19,1.18E-16
3009,HIST1H1B,8.520516961,6.889670493,78.8951845,6.55E-19,1.76E-16
1282,COL4A1,7.543249397,9.362229694,78.70884626,7.20E-19,1.87E-16
3833,KIFC1,6.295714014,3.808103506,78.68477439,7.29E-19,1.87E-16
256472,TMEM151A,-7.278600508,4.594973441,78.66739517,7.35E-19,1.87E-16
54842,MFSD6,-3.73742251,7.29741768,78.0981308,9.80E-19,2.46E-16
1740,DLG2,-5.028424754,8.220921304,77.975349,1.04E-18,2.57E-16
3204,HOXA7,10.6972069,1.762048522,77.70080131,1.20E-18,2.91E-16
2316,FLNA,4.41656821,9.631269557,77.56423424,1.28E-18,3.06E-16
23601,CLEC5A,8.974512811,3.538751446,76.51454084,2.19E-18,5.13E-16
983,CDK1,5.173466134,4.939196338,76.0841271,2.72E-18,6.28E-16
139221,PWWP3B,-5.693575563,3.921569648,75.88416791,3.01E-18,6.85E-16
871,SERPINH1,4.989779678,6.134765828,75.81682486,3.11E-18,6.98E-16
259266,ASPM,7.64734327,6.608659882,75.75435533,3.21E-18,7.10E-16
4015,LOX,6.165283121,4.241138693,75.45207021,3.74E-18,8.15E-16
83879,CDCA7,5.96896921,4.222771437,75.38441002,3.87E-18,8.32E-16
3237,HOXD11,11.18713084,2.243587324,75.06592963,4.55E-18,9.63E-16
9212,AURKB,7.451763165,2.701439619,74.91779632,4.91E-18,1.02E-15
1292,COL6A2,4.876189321,5.819374425,74.60779983,5.74E-18,1.18E-15
10396,ATP8A1,-4.990823099,9.46380421,73.91644022,8.15E-18,1.65E-15
100189589,DCTN1-AS1,-7.561439795,1.409880602,73.86241471,8.38E-18,1.68E-15
9829,DNAJC6,-4.314638632,8.775469608,73.41275253,1.05E-17,2.08E-15
123041,SLC24A4,-5.343288502,3.671022806,72.91840407,1.35E-17,2.64E-15
55165,CEP55,6.232365637,3.507714714,72.80583044,1.43E-17,2.76E-15
3200,HOXA3,10.15691427,1.234663212,72.57416654,1.61E-17,3.06E-15
79682,CENPU,5.748515477,4.534671316,72.46708655,1.70E-17,3.19E-15
10966,RAB40B,-4.514014626,5.621525363,71.90701161,2.26E-17,4.18E-15
150468,CKAP2L,5.227451429,4.244147186,71.50367376,2.77E-17,5.07E-15
80000,GREB1L,-6.837640425,3.269127276,71.46997725,2.82E-17,5.10E-15
57571,CARNS1,-9.695974726,7.274494118,71.18463681,3.25E-17,5.82E-15
7272,TTK,6.451939457,4.244784313,71.0564409,3.47E-17,6.14E-15
8356,HIST1H3J,8.039854002,4.131548893,70.57501412,4.43E-17,7.74E-15
11033,ADAP1,-5.089034126,3.592110823,70.40148433,4.84E-17,8.36E-15
5872,RAB13,4.135578241,5.264934519,70.31823731,5.05E-17,8.62E-15
6281,S100A10,4.787059968,5.555515845,70.10343205,5.63E-17,9.50E-15
8969,HIST1H2AG,6.018884812,5.890841667,69.60296617,7.25E-17,1.21E-14
134265,AFAP1L1,4.211391043,4.785812407,69.18184738,8.98E-17,1.47E-14
3202,HOXA5,10.88911651,1.950190874,69.17148754,9.03E-17,1.47E-14
144455,E2F7,7.40777543,3.296789367,69.12894065,9.22E-17,1.49E-14
9464,HAND2,8.317415515,1.542584828,68.52642092,1.25E-16,2.00E-14
5924,RASGRF2,-5.009771074,6.859352253,68.36780974,1.36E-16,2.15E-14
10763,NES,5.771343696,9.661412662,67.79187322,1.82E-16,2.84E-14
64506,CPEB1,-4.268991872,4.724261736,67.56580904,2.04E-16,3.16E-14
554235,ASPDH,-5.550544268,1.24043629,67.29441429,2.34E-16,3.58E-14
84617,TUBB6,5.053525982,5.335214287,67.1201611,2.55E-16,3.88E-14
56265,CPXM1,8.174237295,6.075731075,67.00024765,2.71E-16,4.08E-14
5923,RASGRF1,-8.160243949,5.902708659,66.80847325,2.99E-16,4.45E-14
3235,HOXD9,10.50351172,1.572219927,65.85618994,4.85E-16,7.14E-14
85453,TSPYL5,-4.274926664,4.801329138,65.662422,5.35E-16,7.81E-14
7093,TLL2,-4.484425562,2.493095356,65.55488305,5.65E-16,8.09E-14
10024,TROAP,11.60734951,2.658661021,65.5369336,5.70E-16,8.09E-14
5836,PYGL,3.657538118,5.886489934,65.53554904,5.71E-16,8.09E-14
730130,TMEM229A,-7.453557484,2.089606791,65.03080464,7.37E-16,1.04E-13
2565,GABRG1,-8.579362952,5.070775753,64.9971218,7.50E-16,1.04E-13
22918,CD93,5.093829508,6.192560421,64.93444741,7.74E-16,1.07E-13
146909,KIF18B,6.776787444,3.148121465,64.75486209,8.48E-16,1.16E-13
157313,CDCA2,6.445676945,3.728538294,64.19954526,1.12E-15,1.52E-13
1058,CENPA,6.465121851,2.375082592,63.96404738,1.27E-15,1.70E-13
57471,ERMN,-10.1476717,10.53660247,63.8971225,1.31E-15,1.74E-13
10721,POLQ,4.815133209,4.240001242,63.52182474,1.59E-15,2.09E-13
84735,CNDP1,-8.943070499,7.613166821,63.14025728,1.92E-15,2.51E-13
6279,S100A8,10.62240695,1.689107555,62.70691758,2.40E-15,3.08E-13
2019,EN1,8.135937334,2.176548472,62.70481085,2.40E-15,3.08E-13
135112,NCOA7,-3.487158104,7.309182711,62.4934696,2.67E-15,3.40E-13
5077,PAX3,8.061110383,2.099775406,62.23515084,3.05E-15,3.85E-13
302,ANXA2,5.671518291,7.443253165,62.09379481,3.27E-15,4.10E-13
54821,ERCC6L,7.026391311,2.001716751,61.99189715,3.45E-15,4.28E-13
340554,ZC3H12B,-6.330936918,3.165435025,61.74440106,3.91E-15,4.80E-13
222537,HS3ST5,-7.026589959,3.151654255,61.73329592,3.93E-15,4.80E-13
1183,CLCN4,-3.656821998,7.153254819,61.41755513,4.62E-15,5.57E-13
26472,PPP1R14B,3.456978919,5.141121336,61.41131287,4.63E-15,5.57E-13
4188,MDFI,6.007206262,4.176216203,61.14345805,5.31E-15,6.33E-13
2335,FN1,4.755652995,10.1784719,61.00673045,5.69E-15,6.70E-13
7431,VIM,5.259991937,10.24418243,61.00014957,5.71E-15,6.70E-13
1111,CHEK1,4.102697027,4.439704275,60.96250668,5.82E-15,6.78E-13
7035,TFPI,5.153122674,4.748648181,60.89160711,6.03E-15,6.97E-13
220134,SKA1,6.291060877,2.489265026,60.87679508,6.08E-15,6.97E-13
55215,FANCI,3.628335664,5.588374112,60.82690412,6.23E-15,7.09E-13
1870,E2F2,8.396255892,2.987254471,60.8082105,6.29E-15,7.11E-13
3209,HOXA13,10.95322834,2.013052765,60.71273498,6.60E-15,7.40E-13
26585,GREM1,-8.036279085,5.600239113,60.67777239,6.72E-15,7.48E-13
57467,HHATL,-6.51323426,4.852414216,60.60826034,6.96E-15,7.69E-13
11082,ESM1,8.20940076,4.051854402,60.47683076,7.44E-15,8.16E-13
79019,CENPM,5.760199679,1.985798401,60.44365239,7.57E-15,8.21E-13
9493,KIF23,5.736716513,4.584707739,60.438038,7.59E-15,8.21E-13
9053,MAP7,-6.476925084,7.737593073,60.38399623,7.80E-15,8.38E-13
4609,MYC,3.759679139,4.195796935,60.33305987,8.01E-15,8.53E-13
388523,ZNF728,-7.263761083,1.176915159,60.30038924,8.14E-15,8.57E-13
57664,PLEKHA4,5.232612421,3.614034518,60.29816427,8.15E-15,8.57E-13
4192,MDK,5.857583524,4.747667727,60.01253788,9.43E-15,9.83E-13
55723,ASF1B,5.70309331,2.202758804,59.87361809,1.01E-14,1.05E-12
332,BIRC5,5.88604287,4.750546035,59.72824061,1.09E-14,1.12E-12
79733,E2F8,6.348790484,1.649786187,59.21923809,1.41E-14,1.44E-12
145258,GSC,7.7258263,0.990802543,59.20815541,1.42E-14,1.44E-12
128239,IQGAP3,6.235190435,4.264651019,59.10599129,1.49E-14,1.51E-12
995,CDC25C,6.416164656,2.472539764,58.98419858,1.59E-14,1.59E-12
64105,CENPK,4.968227613,3.887224528,58.60788986,1.92E-14,1.91E-12
25769,SLC24A2,-7.405945083,8.911713164,58.25873527,2.30E-14,2.27E-12
493869,GPX8,5.653813479,3.236135152,58.2485849,2.31E-14,2.27E-12
115273,RAB42,6.254038915,1.767509693,58.01694555,2.60E-14,2.54E-12
9185,REPS2,-6.153976167,7.162602269,57.9577549,2.68E-14,2.59E-12
9180,OSMR,4.631660999,6.074703607,57.94826895,2.69E-14,2.59E-12
8463,TEAD2,5.424457411,3.338791004,57.35138708,3.65E-14,3.49E-12
79968,WDR76,3.595808193,4.42789245,57.18462421,3.97E-14,3.77E-12
55117,SLC6A15,-7.811936159,5.652661814,57.05825699,4.23E-14,4.00E-12
3203,HOXA6,10.23253564,1.307608374,56.97147062,4.42E-14,4.15E-12
6909,TBX2,5.181639189,3.577027673,56.90773284,4.57E-14,4.26E-12
1663,DDX11,3.492164293,4.359372047,56.69830766,5.08E-14,4.71E-12
8351,HIST1H3D,4.002984994,5.357951839,56.18970403,6.58E-14,6.07E-12
7041,TGFB1I1,5.840866306,3.231958641,56.08786144,6.93E-14,6.35E-12
9674,KIAA0040,4.660055688,4.659284911,55.98712984,7.29E-14,6.64E-12
4118,MAL,-8.931125313,6.522411454,55.79848545,8.03E-14,7.27E-12
9156,EXO1,5.307125964,3.702764285,55.7501824,8.23E-14,7.40E-12
23017,FAIM2,-4.83298381,6.763539489,55.60478791,8.86E-14,7.92E-12
11004,KIF2C,7.143472676,4.482989273,55.5204475,9.25E-14,8.22E-12
338,APOB,-5.379771433,0.660142209,55.21965036,1.08E-13,9.53E-12
5649,RELN,-6.747333558,5.173962838,55.14724175,1.12E-13,9.78E-12
11076,TPPP,-6.407989507,8.177816625,55.14434173,1.12E-13,9.78E-12
8407,TAGLN2,3.556520397,6.514935156,55.04689126,1.18E-13,1.02E-11
6280,S100A9,7.112018917,2.983835901,54.76790873,1.36E-13,1.17E-11
55966,AJAP1,-5.807880869,5.574934443,54.75218427,1.37E-13,1.17E-11
56163,RNF17,-7.376271225,0.971088243,54.53911012,1.52E-13,1.30E-11
11275,KLHL2,-2.807503412,6.63658263,54.35896069,1.67E-13,1.42E-11
60495,HPSE2,-6.220999651,1.105165471,54.21532035,1.80E-13,1.52E-11
55504,TNFRSF19,4.628177812,6.048009583,54.19815966,1.81E-13,1.52E-11
114792,KLHL32,-6.019867454,6.659024504,54.17995183,1.83E-13,1.53E-11
23149,FCHO1,-4.607286616,4.919417842,54.10379133,1.90E-13,1.57E-11
3976,LIF,8.6024862,3.545870111,54.10259779,1.90E-13,1.57E-11
130399,ACVR1C,-6.49325274,4.837890474,54.01453919,1.99E-13,1.63E-11
83990,BRIP1,5.088908745,4.282257584,53.97969729,2.03E-13,1.65E-11
933,CD22,-7.846956489,5.373530839,53.91026618,2.10E-13,1.70E-11
3765,KCNJ9,-4.042844022,6.047985057,53.84524288,2.17E-13,1.75E-11
10382,TUBB4A,-5.91255172,7.369349515,53.77909608,2.24E-13,1.80E-11
1978,EIF4EBP1,4.190460542,3.489719347,53.73276591,2.30E-13,1.84E-11
20,ABCA2,-4.938067102,9.254562354,53.53030358,2.55E-13,2.02E-11
4060,LUM,4.898052208,3.740923544,53.44151781,2.66E-13,2.11E-11
84084,RAB6C,-7.831731437,1.060440276,53.38956068,2.74E-13,2.15E-11
84440,RAB11FIP4,-4.352362892,7.075040509,53.36299885,2.77E-13,2.17E-11
54033,RBM11,-6.505313335,2.234085364,53.34929505,2.79E-13,2.17E-11
6608,SMO,3.710300943,4.687661076,52.99783571,3.34E-13,2.59E-11
10460,TACC3,4.555660637,4.187232996,52.94346838,3.43E-13,2.64E-11
8471,IRS4,-6.591822633,0.281940167,52.89568113,3.52E-13,2.70E-11
57554,LRRC7,-7.824331012,6.70401958,52.75384776,3.78E-13,2.88E-11
64714,PDIA2,-5.291753415,4.489892109,52.67034598,3.95E-13,2.99E-11
84733,CBX2,4.395311384,3.306748485,52.61493079,4.06E-13,3.06E-11
55247,NEIL3,5.668527719,2.28352352,52.57875168,4.13E-13,3.10E-11
3915,LAMC1,4.31841333,7.86628849,52.55215848,4.19E-13,3.13E-11
375612,LHFPL3,3.35113771,7.480959446,52.45043313,4.41E-13,3.28E-11
4099,MAG,-10.09727126,8.096803835,51.87300771,5.92E-13,4.38E-11
23397,NCAPH,4.533709076,4.013170938,51.82554225,6.07E-13,4.47E-11
79641,ROGDI,-3.018807147,5.239955208,51.64064513,6.66E-13,4.88E-11
5806,PTX3,7.073860774,4.663849745,51.57577523,6.89E-13,5.02E-11
3576,CXCL8,6.79235706,4.267652347,51.56100902,6.94E-13,5.04E-11
23704,KCNE4,5.235571082,5.211021085,51.38211362,7.60E-13,5.49E-11
481,ATP1B1,-4.03276859,8.709906607,51.33131417,7.80E-13,5.61E-11
401474,SAMD12,-4.756993955,6.011480937,51.26560291,8.07E-13,5.77E-11
3037,HAS2,4.690303989,5.0452829,51.24987083,8.13E-13,5.79E-11
283431,GAS2L3,4.675385393,5.224115335,51.2406808,8.17E-13,5.79E-11
79804,HAND2-AS1,9.623518805,0.718534855,51.08712544,8.84E-13,6.23E-11
56521,DNAJC12,-3.544716905,3.764065788,50.99978213,9.24E-13,6.49E-11
51062,ATL1,-3.211892952,6.737298335,50.9704364,9.38E-13,6.55E-11
4071,TM4SF1,3.594181399,5.327369174,50.9495407,9.48E-13,6.59E-11
26249,KLHL3,-3.193761343,5.175532655,50.8145333,1.02E-12,7.03E-11
57460,PPM1H,-4.114194676,6.288753564,50.79104258,1.03E-12,7.08E-11
9052,GPRC5A,5.262832588,1.198667701,50.68913767,1.08E-12,7.42E-11
79993,ELOVL7,-4.864431126,4.867582027,50.55930614,1.16E-12,7.90E-11
389,RHOC,3.367471665,6.442442224,50.24240436,1.36E-12,9.21E-11
5818,NECTIN1,-3.222996482,5.494298226,50.2384049,1.36E-12,9.21E-11
2359,FPR3,6.983781277,2.485670723,50.10246239,1.46E-12,9.83E-11
101927459,LINC01608,-12.27272863,2.899234801,50.03687541,1.51E-12,1.01E-10
388403,YPEL2,-3.624926544,6.90894705,49.90401301,1.61E-12,1.08E-10
5567,PRKACB,-3.07686519,8.912726898,49.89265471,1.62E-12,1.08E-10
26051,PPP1R16B,-6.018903258,7.499487945,49.65227527,1.84E-12,1.21E-10
3225,HOXC9,9.791127927,0.880152602,49.58125874,1.90E-12,1.25E-10
8701,DNAH11,3.646584576,3.697147831,49.55970443,1.92E-12,1.26E-10
2494,NR5A2,7.447952509,1.499335018,49.22327268,2.28E-12,1.49E-10
11155,LDB3,-8.412807857,5.637461841,49.16565763,2.35E-12,1.53E-10
57644,MYH7B,-4.585451341,3.170902701,49.0040056,2.55E-12,1.65E-10
158135,TTLL11,-3.595357966,4.646972936,48.84389227,2.77E-12,1.79E-10
57221,ARFGEF3,-3.172554412,8.464259461,48.79206416,2.85E-12,1.83E-10
374946,DRAXIN,5.632758159,5.388663919,48.72244232,2.95E-12,1.89E-10
1278,COL1A2,5.667650165,6.61853084,48.43293075,3.42E-12,2.18E-10
2913,GRM3,-5.781719574,7.270777154,48.32595663,3.61E-12,2.29E-10
4811,NID1,4.112163158,5.796603912,48.20228917,3.84E-12,2.42E-10
157570,ESCO2,4.910770241,3.775166264,48.20095752,3.85E-12,2.42E-10
220042,DDIAS,4.268885532,3.390688974,48.01668363,4.23E-12,2.65E-10
60484,HAPLN2,-6.271463957,5.199192371,47.97595892,4.31E-12,2.69E-10
1903,S1PR3,3.9751267,5.425881379,47.90772731,4.47E-12,2.77E-10
1393,CRHBP,-6.586283443,3.679293113,47.7899361,4.74E-12,2.93E-10
7837,PXDN,4.509374573,6.936458068,47.78231691,4.76E-12,2.93E-10
5334,PLCL1,-5.098856668,7.57016653,47.76513543,4.80E-12,2.94E-10
1133,CHRM5,-7.006916622,3.024137176,47.75797684,4.82E-12,2.94E-10
60681,FKBP10,4.226998908,6.181796586,47.75342258,4.83E-12,2.94E-10
57537,SORCS2,-4.012201273,4.842478166,47.747717,4.85E-12,2.94E-10
151887,CCDC80,3.993921165,6.587701963,47.61339157,5.19E-12,3.13E-10
90853,SPOCD1,5.946880713,4.911144121,47.52881487,5.42E-12,3.26E-10
22891,ZNF365,-4.060307096,6.936511554,47.51322619,5.46E-12,3.27E-10
54511,HMGCLL1,-8.758612254,3.249751999,47.47109688,5.58E-12,3.33E-10
27296,TP53TG5,-7.977744249,3.441296803,47.44816347,5.65E-12,3.35E-10
4001,LMNB1,4.47499817,6.048176194,47.35856013,5.91E-12,3.50E-10
59,ACTA2,5.080733409,5.896083909,47.28056943,6.15E-12,3.62E-10
9911,TMCC2,-3.905019129,5.603259857,47.24090373,6.28E-12,3.68E-10
3226,HOXC10,9.640244626,0.734447155,47.17774592,6.48E-12,3.79E-10
161725,OTUD7A,-4.57939905,4.591494721,47.10231288,6.74E-12,3.92E-10
92369,SPSB4,4.898258485,3.392158965,47.00161443,7.09E-12,4.11E-10
4072,EPCAM,-4.930094441,0.925123445,46.71332375,8.22E-12,4.75E-10
84504,NKX6-2,-8.966551795,4.532572762,46.6846821,8.34E-12,4.80E-10
11326,VSIG4,4.687745452,4.215209629,46.60757435,8.67E-12,4.97E-10
4336,MOBP,-11.54368006,10.42533125,46.45709491,9.36E-12,5.35E-10
90381,TICRR,6.308804603,3.090775617,46.24913509,1.04E-11,5.93E-10
3913,LAMB2,3.167798295,6.979345122,46.21695025,1.06E-11,6.00E-10
105375304,LOC105375304,4.106478928,3.194661832,45.86380861,1.27E-11,7.16E-10
128218,TMEM125,-10.12843775,4.355988951,45.80897975,1.30E-11,7.34E-10
768,CA9,8.721507807,1.937169232,45.80099676,1.31E-11,7.34E-10
55356,SLC22A15,-5.486232155,6.519752419,45.76837157,1.33E-11,7.43E-10
4155,MBP,-8.540917183,12.2581382,45.75529694,1.34E-11,7.46E-10
333,APLP1,-5.447212644,8.511328623,45.71572669,1.37E-11,7.58E-10
22802,CLCA4,-10.44724335,4.382800041,45.60135093,1.45E-11,8.01E-10
93185,IGSF8,-2.81610899,6.272048802,45.4782107,1.54E-11,8.49E-10
2149,F2R,5.858786712,6.447390646,45.47148059,1.55E-11,8.49E-10
221294,NT5DC1,-5.048203145,6.283532818,45.39722485,1.61E-11,8.79E-10
301,ANXA1,4.973802622,6.876362971,45.3194846,1.67E-11,9.11E-10
23460,ABCA6,-6.156144389,5.62868418,44.81459371,2.17E-11,1.17E-09
11117,EMILIN1,4.099646767,4.542718655,44.70438982,2.29E-11,1.24E-09
11130,ZWINT,4.000167172,3.850945497,44.62730234,2.38E-11,1.28E-09
23031,MAST3,-4.455229389,6.412629211,44.58122605,2.44E-11,1.31E-09
79885,HDAC11,-3.594895065,5.887535143,44.42861625,2.64E-11,1.41E-09
100302640,LINC00882,-3.33235959,3.006521637,44.29867103,2.82E-11,1.50E-09
5522,PPP2R2C,-6.472746946,6.59951917,44.24615518,2.90E-11,1.54E-09
2146,EZH2,4.688150014,5.592772259,44.13040438,3.07E-11,1.63E-09
2028,ENPEP,5.516752279,4.566367802,44.04517565,3.21E-11,1.69E-09
4313,MMP2,3.630425934,4.94361578,43.98133042,3.32E-11,1.74E-09
9332,CD163,6.032313403,6.10181361,43.96927656,3.34E-11,1.75E-09
3224,HOXC8,8.439496139,-0.39414594,43.90030955,3.46E-11,1.80E-09
56992,KIF15,4.707099806,5.069039326,43.85084466,3.54E-11,1.84E-09
3910,LAMA4,3.23682542,7.349691492,43.61605549,4.00E-11,2.07E-09
101929595,LOC101929595,-6.184913223,3.661704338,43.54999552,4.13E-11,2.13E-09
27286,SRPX2,5.365061559,3.603816072,43.45143254,4.35E-11,2.24E-09
83714,NRIP2,-5.723229002,2.660215435,43.43582189,4.38E-11,2.25E-09
83903,HASPIN,4.966210734,1.699270583,43.31011443,4.67E-11,2.39E-09
6262,RYR2,-7.528261876,7.144331769,43.16950759,5.02E-11,2.56E-09
6622,SNCA,-5.746599407,6.390095436,43.11985995,5.15E-11,2.61E-09
9951,HS3ST4,-8.207096513,2.749387044,43.08095765,5.25E-11,2.66E-09
119391,GSTO2,-4.157153248,3.272777257,42.88384219,5.81E-11,2.93E-09
29923,HILPDA,4.00197777,5.432465342,42.85557392,5.89E-11,2.96E-09
10085,EDIL3,-7.29509194,10.17280896,42.80420101,6.05E-11,3.03E-09
85236,HIST1H2BK,3.068516137,6.322893335,42.66580763,6.49E-11,3.24E-09
1080,CFTR,-8.51958174,2.582576971,42.65205096,6.54E-11,3.25E-09
4958,OMD,-5.04485455,-0.685673429,42.51816243,7.00E-11,3.47E-09
3227,HOXC11,9.826592652,0.913605604,42.47213699,7.17E-11,3.54E-09
105369203,LOC105369203,5.66540646,1.992836691,42.4223113,7.35E-11,3.60E-09
79801,SHCBP1,3.862489558,3.825968341,42.42187062,7.36E-11,3.60E-09
5168,ENPP2,-7.430560665,9.3516078,42.4203479,7.36E-11,3.60E-09
5888,RAD51,4.377352653,2.235037378,42.37308182,7.54E-11,3.68E-09
6495,SIX1,6.084440602,2.33954136,42.32971897,7.71E-11,3.74E-09
3676,ITGA4,4.191605976,4.654926476,42.32958215,7.71E-11,3.74E-09
1017,CDK2,4.153725257,4.518927984,42.20836505,8.20E-11,3.96E-09
5118,PCOLCE,4.971942285,2.979174463,42.12628435,8.56E-11,4.12E-09
348487,FAM131C,-4.695026768,1.206553476,42.11506584,8.61E-11,4.13E-09
116362,RBP7,-6.943098505,3.120685448,42.07885756,8.77E-11,4.19E-09
23224,SYNE2,2.84879067,7.959011869,42.0303719,8.99E-11,4.29E-09
3213,HOXB3,9.073251437,3.123466865,41.9324305,9.45E-11,4.49E-09
10507,SEMA4D,-5.146738124,7.717025084,41.79851791,1.01E-10,4.80E-09
341640,FREM2,3.921183316,7.516434585,41.75325436,1.04E-10,4.89E-09
3310,HSPA6,4.488406508,4.126288086,41.74818943,1.04E-10,4.89E-09
114876,OSBPL1A,-2.891763234,7.413847655,41.68380524,1.07E-10,5.04E-09
140803,TRPM6,-6.473335916,4.972761231,41.61088843,1.11E-10,5.21E-09
5803,PTPRZ1,3.602922644,11.66620611,41.53442461,1.16E-10,5.40E-09
4199,ME1,-3.856390915,4.410598856,41.46749829,1.20E-10,5.57E-09
10982,MAPRE2,-2.630191389,7.701083992,41.45313613,1.21E-10,5.60E-09
3006,HIST1H1C,2.884109775,7.713526962,41.43702095,1.22E-10,5.63E-09
1995,ELAVL3,-2.826312685,5.526916975,41.34987202,1.27E-10,5.87E-09
3955,LFNG,4.426842542,5.484112713,41.31289928,1.30E-10,5.96E-09
929,CD14,3.892009089,4.967229715,41.17550882,1.39E-10,6.37E-09
9252,RPS6KA5,-3.773250334,5.307069637,40.93160154,1.58E-10,7.20E-09
27197,GPR82,6.761904242,0.885003744,40.89403746,1.61E-10,7.32E-09
55243,KIRREL1,4.895126741,5.536559458,40.78963583,1.70E-10,7.69E-09
5241,PGR,-4.756927126,0.311826256,40.78175765,1.70E-10,7.69E-09
169611,OLFML2A,4.287600443,4.008695018,40.77820583,1.71E-10,7.69E-09
729359,PLIN4,-3.532377544,0.36029266,40.75229504,1.73E-10,7.77E-09
3205,HOXA9,11.77995076,2.828725599,40.64355941,1.83E-10,8.19E-09
143879,KBTBD3,-2.825465959,4.768893997,40.63015188,1.84E-10,8.23E-09
26499,PLEK2,7.182504611,0.447385367,40.49858692,1.97E-10,8.77E-09
